index,ID,text
12,1458861617266012164,"🚨 OFICIAL | ¡¡YA TENEMOS EL ONCE DE ESPAÑA!!

👥 Así sale la @SeFutbol de @LUISENRIQUE21 para este partido DE VITAL… https://t.co/NYIoE78eSj"
13,1458771026247041034,"España no va a crecer este año a más del 6%, como decía el gobierno. Desgraciadamente. 

Ni siquiera al 5,5%. Ni aú… https://t.co/DfEt80WiyT"
14,1458926123514011660,En @edatvoficial siempre hacemos las preguntas que incomodan a los enemigos de España y siempre recibimos la misma… https://t.co/pJaUNDuIhZ
15,1458652117447675914,"España se desmarca del impulso de Macron a las nucleares: ""Habrá un cierre escalonado que respalda mayoritariamente… https://t.co/5QZD2vlOJz"
16,1458718053764640773,La intención del PSOE de subir el cómputo de las pensiones no fue una “serpiente de verano”. Fue un documento distr… https://t.co/aztPwIPJzB
17,1458710086789087234,Una de las menores tuteladas y prostituidas en Baleares fue obligada a abortar por el gobierno balear… https://t.co/0jK3OlBYgH
18,1458688785311576064,"La nueva Ley de Seguridad de Marlaska deja sin castigo a Podemos, ERC o Bildu por alentar disturbios. ¿Cómo era aqu… https://t.co/GuD0KuLbMm"
19,1458703151691968517,La vergüenza tremenda de que España bajo este gobierno delincuente y encubridor no sea capaz de investigar ni a Olt… https://t.co/sGOnDbKs5B
20,1458720773758201859,Cualquiera diría que la actitud estaférmica de Rajoy ha dejado poso en Génova. Sólo eso explica la falta de reacció… https://t.co/f1bMqzIPNd
21,1458610876534050818,"Ricardo Alfonsín, Embajador en España, “hoy nadie puede dudar que el Frente de Todos está más cerca del Radicalismo… https://t.co/B3EanTMlPm"
22,1458681592747020288,"La #GuardiaCivil suma una flota obsoleta a su falta crónica de personal por toda #España, sin contar con 10.160 efe… https://t.co/ZGsqHNUczh"
23,1458708080850571264,"Señoría Calviño, ¿Va a mantener su mentira de q vamos a crecer un 6,5%?

Bruselas certifica q con este Gobierno vam… https://t.co/prc2pYyYKE"
24,1458511699389079552,"🇪🇸💉 En España el 95% de los mayores de 40 años vacunados ocupan el 30% de las camas UCI por COVID

En cambio, el 5%… https://t.co/WoIIECquu1"
25,1458690205003796482,"¿Recuerdan aquello de ""los fondos europeos no tienen condiciones""?

La exigencia de Bruselas de gastar menos en pen… https://t.co/SqjdLTZUXu"
26,1458714675378544656,"💸 El Gobierno deja a España al borde del precipicio con sus Presupuestos.

👉 @InesCanizares ""Lo que están haciendo… https://t.co/bDsxOJJCnT"
27,1458713672784793600,"En todo el mundo se prepara la nueva generación de centrales nucleares. Akí, pá ké.

""España se desmarca de Francia… https://t.co/BNJ9Ju2oqG"
28,1458704708806316033,La Unión Europea obliga a España a recortar las pensiones. ¿Esta es la solidaridad europea? ¿Chantajear a un país p… https://t.co/2HN0kBjIIJ
29,1458694984563974151,El Gobierno español mantiene su plan de apagar escalonadamente las siete centrales nucleares que hay en España tras… https://t.co/x1vRh5lNUe
30,1458408054261784582,⚠️ ATENCIÓN⚠️ 50 euros para gastar en amazon (España) van a ser para una de las personas que haga RT 🔁 a este tweet… https://t.co/at27OAW76P
31,1458480406307741696,"Sois seres humanos maravillosos todos los que estáis poniendo y compartiendo el hastag #SOSenfermosELA 

Hay que ll… https://t.co/QXllRRQC36"
32,1458492836509274116,"Gobierno de España, partidos de la oposición, partidos políticos en general.

Los enfermos de ELA estamos obligados… https://t.co/4tVWWPdnM1"
33,1458003402496036865,"EL BULO DEL GRAN APAGÓN: ESPAÑA NO ESTÁ EN RIESGO DE PARADA ELÉCTRICA GENERAL
–Ni por capacidad: Produce 107GW, con… https://t.co/OrEpJoAQnM"
34,1457673213513805824,"🔥 SORTEAZO Black de Eneba 🔥

Participa aquí: https://t.co/75INL18jLO

💸 ¡Más de 2000€ en premios! 💸

🌎 Válido para España y Latinoamérica"
35,1458491206510460934,🔴 ÚLTIMA HORA |  Bruselas obliga a España a aumentar el periodo de cálculo de las pensiones para recibir los fondos… https://t.co/MeqNuh8VUn
36,1457704168882327554,"Las amenazas de Marruecos son más explícitas que nunca, y permanentemente impunes como siempre.

Es lógico, porque… https://t.co/T1FS9FdR0M"
37,1458471261382787072,#LoÚltimo | España dio luz verde a la extradición a EE. UU. del exjefe de seguridad de Hugo Chávez https://t.co/97uJXSghhH
38,1456736560188116996,"España no puede seguir importando criminales, delincuentes comunes, agresores sexuales o yihadistas.

Todo aquel qu… https://t.co/Xv9yLMXWFn"
39,1458164836265779205,"La ultraderecha sigue amenazando las libertades. A un año de la recuperación de la democracia en Bolivia, os dejo m… https://t.co/KpdITYHaoi"
40,1458005586201751552,"El PCE es el partido que más esfuerzo, sacrificio y militancia aportó para defender la democracia en España… Y aunq… https://t.co/c1ZAXQZdOD"
41,1458494772910379012,"🦠 Incidencia acumulada COVID (casos por 100.000 habitantes en las dos últimas semanas):

🇧🇪 Bélgica —&gt; 965,7
🇬🇧 Rei… https://t.co/2p8pWI02dy"
42,1458490616787177481,España lleva desde 2015 sin celebrar un Debate sobre el Estado de la Nación. ¿A qué espera Sánchez para convocarlo?… https://t.co/Qj3a7K1MqJ
43,1457416453892845573,"Pisotean la Constitución con total impunidad. 

Se ríen de los jueces. 

Fanfarronean con las mil formas con las qu… https://t.co/fW3Ev088Cu"
44,1457800123312918531,DIRECTO | La OMS felicita a España por la gestión de la pandemia y la vacunación https://t.co/yi6MGj4auV https://t.co/NhJtAjcGme
45,1456212298457047040,¿Cuántos muertos más serán necesarios para cambiar la política criminal en España? https://t.co/8FFfeqEIAG
46,1456693947879788546,Los nacionalistas no puede soportar q una región de España progrese sin necesidad de un trato privilegiado. Las pen… https://t.co/CJ3CLb70w7
47,1456664561885401096,"Se logró el viaje a España para participar en el YouTube Rewind Hispano ❤️

Gracias por la invitación @alecmolon er… https://t.co/7iCcfCVTu3"
48,1456670001650360330,"🇪🇸🦠 Evolución semanal de la pandemia en España (se agradece difusión 🔝)

1️⃣ Incidencia más baja de Europa
2️⃣ Míni… https://t.co/rydr45Zflq"
49,1456370659853017090,"Me resulta llamativo que los primeros casos de eutanasia que se han hecho en España hayan sido enfermos de ELA.

En… https://t.co/R7PSwMNfCM"
50,1456169821729665029,"🇪🇸🦠 Actualmente España es el país con menor incidencia COVID de Europa, hace una semana muchos medios y ""expertos""… https://t.co/pSnVETSo5T"
51,1456205075488071680,"Cuando España cierra una puerta, Suiza abre una ventana. https://t.co/QQ0FMI03qW"
52,1456646781522092032,"Las víctimas de ETA a la UE: ""¿Se imaginan ustedes un homenaje a los asesinos de Bataclán en París tras cumplir sus… https://t.co/4KrVqatKFB"
53,1456531920402190337,"“El candidato al Tribunal Constitucional, Enrique Arnaldo, infringió la ley para cobrar de dos universidades al mis… https://t.co/g5odb4ggpH"
54,1456618009372598277,Detenidos seis menores magrebíes por encerrar y amenazar a dos cuidadoras de un centro de acogida en Fuerteventura https://t.co/eG4p55QUdo
55,1456561937844744195,"⭐️ SORTEO MONSTRUOSO⭐️ 

Nuestros amigos de @MonsterEnergyES son MUY fans de @PlayApex y os quieren hacer un 🎁👇🏻, t… https://t.co/O9C2m09JVI"
56,1456224679316819968,"Hoy damos el primer paso hacia la aprobación de los #PGE2022. Unos presupuestos que inician una nueva etapa, que av… https://t.co/T9TiKLZejE"
57,1456697696467705867,Un placer volver a almorzar con Guillermo Lasso y su familia en su primer viaje a España como Presidente de Ecuador… https://t.co/GRPspErFkm
58,1456297630959644673,En la España de @sanchezcastejon se llama progresista a lo que bendicen golpistas y  terroristas. La perversión del… https://t.co/sRvMSIVCgB
59,1456689425769979906,"Por partes:
A. Eso no es un plató, es una sala de espera.
B. @vox_es, la 3ra fuerza política de España,va a ir a to… https://t.co/GuV6caop9L"
60,1456143988231188482,"🔴 El Gobierno de Pedro Sánchez ""no repara en gastos"" y bate el gasto histórico en asesores: 48,3 millones en nueve… https://t.co/BsvW4OdsYH"
61,1456136502358970369,Irene Montero gasta 70.000 € en las fotos y vídeos de sus actos como ministra https://t.co/qvuX3SLClW
62,1456137625539158020,Sánchez evita explicar por qué hizo un Barcelona-Zaragoza en Falcon y no en AVE: «Es secreto» https://t.co/pcJRwVCug7
63,1456139738428186627,"🆘 DESAPARECIDA
#Desaparecidos #sosdesaparecidos #Missing #España #ElEjido #Almería https://t.co/X2PDUZ55bK"
64,1456140656167071746,Interior delegó el control del depredador de Lardero en su hermana tras salir libre: https://t.co/uA9ksR8nLY
65,1456148940475224065,@KRLS @washingtonpost También sería interesante saber si España apoya la medida adoptada por el Gobierno de USA respecto al Grupo NSO
66,1456160282724732932,"✍🏼 ""Cada vez que escuche a un político proponer una rebaja de impuestos recuerde que las becas comedor solo llegan… https://t.co/uWEXwNSlaQ"
67,1456165345190944776,En Cataluña tampoco quieren investigar lo ocurrido en las residencias. Prefieren el silencio y no rendir cuentas. C… https://t.co/1MLAzQY50I
68,1456167225279270914,Los sindicatos de prisiones culpan a Marlaska del descontrol penitenciario tras el asesinato de Lardero: https://t.co/CSggraBcVh
69,1456140761670590466,La familia del depredador sexual de Logroño lo envió al piso de Lardero tras sentirse amenazada: https://t.co/XiKjdwCPBn
70,1456169405860175876,"¡Hoy es el #DíaDeLaUnesco! 👏 #España tiene una gran riqueza material e inmaterial reconocida por la #UNESCO, ¿lo sa… https://t.co/YMRKjreASB"
71,1456164057715777547,¿Qué supondrá que la legislación reconozca a los animales como seres sintientes? Activistas y personas expertas en… https://t.co/6hJEcJ33vh
72,1456154818062454785,#BuenosDías. El #EjércitodeTierra es y será una herramienta resolutiva para la consecución de espacios de libertad… https://t.co/Wei3aFMMUs
73,1456101889993543681,"¡Las noticias! El subsecretario Hugo López-Gatell no descarta otra ola de COVID-19 en invierno; Emilio Lozoya, exdi… https://t.co/2j088EOXuv"
74,1456159281456287748,"España, uno de los 5 de países en los que el Covid-19 causó una mayor pérdida en la esperanza de vida https://t.co/5y01QdrSuW"
75,1456093988436459522,La madre llevaba un bulto en un pareo. Era su hija. Intentaban llevársela de la residencia para someter a su hija a… https://t.co/COUNhjwBKV
